din_instante;id_subsistema_origem;nom_subsistema_origem;id_subsistema_destino;nom_subsistema_destino;val_intercambiomwmed
2022-02-17 03:00:00;NE;NORDESTE;SE;SUDESTE;766.159
2022-02-17 03:00:00;SE;SUDESTE;S;SUL;8882.223
2022-02-17 04:00:00;N;NORTE;NE;NORDESTE;2930.585
2022-02-17 04:00:00;N;NORTE;SE;SUDESTE;9105.185
2022-02-17 04:00:00;NE;NORDESTE;SE;SUDESTE;648.471
2022-02-17 04:00:00;SE;SUDESTE;S;SUL;9054.048
2022-02-17 05:00:00;N;NORTE;NE;NORDESTE;2783.702
2022-02-17 05:00:00;N;NORTE;SE;SUDESTE;9388.428
2022-02-17 05:00:00;NE;NORDESTE;SE;SUDESTE;987.675
2022-02-17 05:00:00;SE;SUDESTE;S;SUL;9148.152
2022-02-17 06:00:00;N;NORTE;NE;NORDESTE;2507.006
2022-02-17 06:00:00;N;NORTE;SE;SUDESTE;9683.14
2022-02-17 06:00:00;NE;NORDESTE;SE;SUDESTE;1372.016
2022-02-17 06:00:00;SE;SUDESTE;S;SUL;8933.31799999
2022-02-17 07:00:00;N;NORTE;NE;NORDESTE;2472.69999999
2022-02-17 07:00:00;N;NORTE;SE;SUDESTE;9957.187
2022-02-17 07:00:00;NE;NORDESTE;SE;SUDESTE;1629.653
2022-02-17 07:00:00;SE;SUDESTE;S;SUL;8802.277
2022-02-17 08:00:00;N;NORTE;NE;NORDESTE;2495.451
2022-02-17 08:00:00;N;NORTE;SE;SUDESTE;9785.558
2022-02-17 08:00:00;NE;NORDESTE;SE;SUDESTE;1638.648
2022-02-17 08:00:00;SE;SUDESTE;S;SUL;8170.728
2022-02-17 09:00:00;N;NORTE;NE;NORDESTE;2510.081
2022-02-17 09:00:00;N;NORTE;SE;SUDESTE;9833.868
2022-02-17 09:00:00;NE;NORDESTE;SE;SUDESTE;1793.427
2022-02-17 09:00:00;SE;SUDESTE;S;SUL;8779.721
2022-02-17 10:00:00;N;NORTE;NE;NORDESTE;2160.56599999
2022-02-17 10:00:00;N;NORTE;SE;SUDESTE;9865.058
2022-02-17 10:00:00;NE;NORDESTE;SE;SUDESTE;2052.03699999
2022-02-17 10:00:00;SE;SUDESTE;S;SUL;9026.768
2022-02-17 11:00:00;N;NORTE;NE;NORDESTE;1897.846
2022-02-17 11:00:00;N;NORTE;SE;SUDESTE;10145.975
2022-02-17 11:00:00;NE;NORDESTE;SE;SUDESTE;2427.64399999
2022-02-17 11:00:00;SE;SUDESTE;S;SUL;9281.49
2022-02-17 12:00:00;N;NORTE;NE;NORDESTE;1490.507
2022-02-17 12:00:00;N;NORTE;SE;SUDESTE;10278.49599999
2022-02-17 12:00:00;NE;NORDESTE;SE;SUDESTE;2785.206
2022-02-17 12:00:00;SE;SUDESTE;S;SUL;9454.81799999
2022-02-17 13:00:00;N;NORTE;NE;NORDESTE;1394.107
2022-02-17 13:00:00;N;NORTE;SE;SUDESTE;10342.596
2022-02-17 13:00:00;NE;NORDESTE;SE;SUDESTE;2808.9
2022-02-17 13:00:00;SE;SUDESTE;S;SUL;8984.341
2022-02-17 14:00:00;N;NORTE;NE;NORDESTE;1310.298
2022-02-17 14:00:00;N;NORTE;SE;SUDESTE;10325.632
2022-02-17 14:00:00;NE;NORDESTE;SE;SUDESTE;2721.922
2022-02-17 14:00:00;SE;SUDESTE;S;SUL;7278.105
2022-02-17 15:00:00;N;NORTE;NE;NORDESTE;1311.097
2022-02-17 15:00:00;N;NORTE;SE;SUDESTE;10210.548
2022-02-17 15:00:00;NE;NORDESTE;SE;SUDESTE;2369.235
2022-02-17 15:00:00;SE;SUDESTE;S;SUL;6813.527
2022-02-17 16:00:00;N;NORTE;NE;NORDESTE;1764.957
2022-02-17 16:00:00;N;NORTE;SE;SUDESTE;10137.538
2022-02-17 16:00:00;NE;NORDESTE;SE;SUDESTE;2222.775
2022-02-17 16:00:00;SE;SUDESTE;S;SUL;6405.02
2022-02-17 17:00:00;N;NORTE;NE;NORDESTE;1730.64
2022-02-17 17:00:00;N;NORTE;SE;SUDESTE;10291.947
2022-02-17 17:00:00;NE;NORDESTE;SE;SUDESTE;2334.358
2022-02-17 17:00:00;SE;SUDESTE;S;SUL;7887.148
2022-02-17 18:00:00;N;NORTE;NE;NORDESTE;2217.009
2022-02-17 18:00:00;N;NORTE;SE;SUDESTE;10060.547
2022-02-17 18:00:00;NE;NORDESTE;SE;SUDESTE;2202.938
2022-02-17 18:00:00;SE;SUDESTE;S;SUL;7931.294
2022-02-17 19:00:00;N;NORTE;NE;NORDESTE;2079.98
2022-02-17 19:00:00;N;NORTE;SE;SUDESTE;10006.07
2022-02-17 19:00:00;NE;NORDESTE;SE;SUDESTE;2171.491
2022-02-17 19:00:00;SE;SUDESTE;S;SUL;6186.993
2022-02-17 20:00:00;N;NORTE;NE;NORDESTE;2067.455
2022-02-17 20:00:00;N;NORTE;SE;SUDESTE;10085.713
2022-02-17 20:00:00;NE;NORDESTE;SE;SUDESTE;2283.532
2022-02-17 20:00:00;SE;SUDESTE;S;SUL;6524.022
2022-02-17 21:00:00;N;NORTE;NE;NORDESTE;2228.486
2022-02-17 21:00:00;N;NORTE;SE;SUDESTE;9891.852
2022-02-17 21:00:00;NE;NORDESTE;SE;SUDESTE;1955.826
2022-02-17 21:00:00;SE;SUDESTE;S;SUL;6638.126
2022-02-17 22:00:00;N;NORTE;NE;NORDESTE;2279.95899999
2022-02-17 22:00:00;N;NORTE;SE;SUDESTE;9676.198
2022-02-17 22:00:00;NE;NORDESTE;SE;SUDESTE;1731.607
2022-02-17 22:00:00;SE;SUDESTE;S;SUL;7468.664
2022-02-17 23:00:00;N;NORTE;NE;NORDESTE;1981.144
2022-02-17 23:00:00;N;NORTE;SE;SUDESTE;9924.534
2022-02-17 23:00:00;NE;NORDESTE;SE;SUDESTE;1990.363
2022-02-17 23:00:00;SE;SUDESTE;S;SUL;9641.798
2022-02-18 00:00:00;N;NORTE;NE;NORDESTE;1884.32
2022-02-18 00:00:00;N;NORTE;SE;SUDESTE;10219.495
2022-02-18 00:00:00;NE;NORDESTE;SE;SUDESTE;2355.76
2022-02-18 00:00:00;SE;SUDESTE;S;SUL;9295.90699999
2022-02-18 01:00:00;N;NORTE;NE;NORDESTE;1753.889
2022-02-18 01:00:00;N;NORTE;SE;SUDESTE;9896.814
2022-02-18 01:00:00;NE;NORDESTE;SE;SUDESTE;2349.67299999
2022-02-18 01:00:00;SE;SUDESTE;S;SUL;8713.597
2022-02-18 02:00:00;N;NORTE;NE;NORDESTE;1824.779
2022-02-18 02:00:00;N;NORTE;SE;SUDESTE;9654.511
2022-02-18 02:00:00;NE;NORDESTE;SE;SUDESTE;2017.172
2022-02-18 02:00:00;SE;SUDESTE;S;SUL;8335.066
2022-02-18 03:00:00;N;NORTE;NE;NORDESTE;1928.128
2022-02-18 03:00:00;N;NORTE;SE;SUDESTE;9724.87099999
2022-02-18 03:00:00;NE;NORDESTE;SE;SUDESTE;1909.06
2022-02-18 03:00:00;SE;SUDESTE;S;SUL;8347.145
2022-02-18 04:00:00;N;NORTE;NE;NORDESTE;1943.667
2022-02-18 04:00:00;N;NORTE;SE;SUDESTE;9761.86
2022-02-18 04:00:00;NE;NORDESTE;SE;SUDESTE;1834.144
2022-02-18 04:00:00;SE;SUDESTE;S;SUL;8475.611
2022-02-18 05:00:00;N;NORTE;NE;NORDESTE;2037.018
2022-02-18 05:00:00;N;NORTE;SE;SUDESTE;9971.98
2022-02-18 05:00:00;NE;NORDESTE;SE;SUDESTE;1878.345
2022-02-18 05:00:00;SE;SUDESTE;S;SUL;8572.96999999
2022-02-18 06:00:00;N;NORTE;NE;NORDESTE;1794.515
2022-02-18 06:00:00;N;NORTE;SE;SUDESTE;10265.762
2022-02-18 06:00:00;NE;NORDESTE;SE;SUDESTE;2234.123
2022-02-18 06:00:00;SE;SUDESTE;S;SUL;8726.98
2022-02-18 07:00:00;N;NORTE;NE;NORDESTE;1675.348
2022-02-18 07:00:00;N;NORTE;SE;SUDESTE;10334.276
2022-02-18 07:00:00;NE;NORDESTE;SE;SUDESTE;2582.949
2022-02-18 07:00:00;SE;SUDESTE;S;SUL;8823.498
2022-02-18 08:00:00;N;NORTE;NE;NORDESTE;1696.004
2022-02-18 08:00:00;N;NORTE;SE;SUDESTE;10409.752
2022-02-18 08:00:00;NE;NORDESTE;SE;SUDESTE;2935.62
2022-02-18 08:00:00;SE;SUDESTE;S;SUL;8764.64799999
2022-02-18 09:00:00;N;NORTE;NE;NORDESTE;1902.388
2022-02-18 09:00:00;N;NORTE;SE;SUDESTE;10364.947
2022-02-18 09:00:00;NE;NORDESTE;SE;SUDESTE;2726.676
2022-02-18 09:00:00;SE;SUDESTE;S;SUL;8672.999
2022-02-18 10:00:00;N;NORTE;NE;NORDESTE;1984.701
2022-02-18 10:00:00;N;NORTE;SE;SUDESTE;10316.715
2022-02-18 10:00:00;NE;NORDESTE;SE;SUDESTE;2614.02799999
2022-02-18 10:00:00;SE;SUDESTE;S;SUL;8568.384
2022-02-18 11:00:00;N;NORTE;NE;NORDESTE;2152.51
2022-02-18 11:00:00;N;NORTE;SE;SUDESTE;10168.60399999
2022-02-18 11:00:00;NE;NORDESTE;SE;SUDESTE;2210.422
2022-02-18 11:00:00;SE;SUDESTE;S;SUL;8585.06
2022-02-18 12:00:00;N;NORTE;NE;NORDESTE;1628.449
2022-02-18 12:00:00;N;NORTE;SE;SUDESTE;10180.481
2022-02-18 12:00:00;NE;NORDESTE;SE;SUDESTE;2480.782
2022-02-18 12:00:00;SE;SUDESTE;S;SUL;8744.087
2022-02-18 13:00:00;N;NORTE;NE;NORDESTE;1494.883
2022-02-18 13:00:00;N;NORTE;SE;SUDESTE;10231.41
2022-02-18 13:00:00;NE;NORDESTE;SE;SUDESTE;2608.06
2022-02-18 13:00:00;SE;SUDESTE;S;SUL;8463.634
2022-02-18 14:00:00;N;NORTE;NE;NORDESTE;1866.2
2022-02-18 14:00:00;N;NORTE;SE;SUDESTE;10033.812
2022-02-18 14:00:00;NE;NORDESTE;SE;SUDESTE;2296.541
2022-02-18 14:00:00;SE;SUDESTE;S;SUL;7510.429
2022-02-18 15:00:00;N;NORTE;NE;NORDESTE;2246.03699999
2022-02-18 15:00:00;N;NORTE;SE;SUDESTE;10009.119
2022-02-18 15:00:00;NE;NORDESTE;SE;SUDESTE;1926.453
2022-02-18 15:00:00;SE;SUDESTE;S;SUL;7110.983
2022-02-18 16:00:00;N;NORTE;NE;NORDESTE;2180.954
2022-02-18 16:00:00;N;NORTE;SE;SUDESTE;10104.269
2022-02-18 16:00:00;NE;NORDESTE;SE;SUDESTE;2126.059
2022-02-18 16:00:00;SE;SUDESTE;S;SUL;7369.779
2022-02-18 17:00:00;N;NORTE;NE;NORDESTE;2024.038
2022-02-18 17:00:00;N;NORTE;SE;SUDESTE;10128.23799999
2022-02-18 17:00:00;NE;NORDESTE;SE;SUDESTE;2132.56599999
2022-02-18 17:00:00;SE;SUDESTE;S;SUL;8758.92
2022-02-18 18:00:00;N;NORTE;NE;NORDESTE;1798.847
2022-02-18 18:00:00;N;NORTE;SE;SUDESTE;10069.793
2022-02-18 18:00:00;NE;NORDESTE;SE;SUDESTE;2183.367
2022-02-18 18:00:00;SE;SUDESTE;S;SUL;8678.355
2022-02-18 19:00:00;N;NORTE;NE;NORDESTE;1855.664
2022-02-18 19:00:00;N;NORTE;SE;SUDESTE;10123.34399999
2022-02-18 19:00:00;NE;NORDESTE;SE;SUDESTE;2373.713
2022-02-18 19:00:00;SE;SUDESTE;S;SUL;7649.529
2022-02-18 20:00:00;N;NORTE;NE;NORDESTE;1573.691
2022-02-18 20:00:00;N;NORTE;SE;SUDESTE;10246.226
2022-02-18 20:00:00;NE;NORDESTE;SE;SUDESTE;2398.361
2022-02-18 20:00:00;SE;SUDESTE;S;SUL;7357.363
2022-02-18 21:00:00;N;NORTE;NE;NORDESTE;1596.009
2022-02-18 21:00:00;N;NORTE;SE;SUDESTE;10264.944
2022-02-18 21:00:00;NE;NORDESTE;SE;SUDESTE;2450.783
2022-02-18 21:00:00;SE;SUDESTE;S;SUL;8269.96899999
2022-02-18 22:00:00;N;NORTE;NE;NORDESTE;1739.082
2022-02-18 22:00:00;N;NORTE;SE;SUDESTE;10191.446
2022-02-18 22:00:00;NE;NORDESTE;SE;SUDESTE;2344.789
2022-02-18 22:00:00;SE;SUDESTE;S;SUL;8761.009
2022-02-18 23:00:00;N;NORTE;NE;NORDESTE;1550.026
2022-02-18 23:00:00;N;NORTE;SE;SUDESTE;10289.828
2022-02-18 23:00:00;NE;NORDESTE;SE;SUDESTE;2500.487
2022-02-18 23:00:00;SE;SUDESTE;S;SUL;9225.804
2022-02-19 00:00:00;N;NORTE;NE;NORDESTE;1304.781
2022-02-19 00:00:00;N;NORTE;SE;SUDESTE;10031.699
2022-02-19 00:00:00;NE;NORDESTE;SE;SUDESTE;2334.705
2022-02-19 00:00:00;SE;SUDESTE;S;SUL;8696.495
2022-02-19 01:00:00;N;NORTE;NE;NORDESTE;1259.522
2022-02-19 01:00:00;N;NORTE;SE;SUDESTE;9797.76
2022-02-19 01:00:00;NE;NORDESTE;SE;SUDESTE;2208.172
2022-02-19 01:00:00;SE;SUDESTE;S;SUL;8337.811
2022-02-19 02:00:00;N;NORTE;NE;NORDESTE;1558.604
2022-02-19 02:00:00;N;NORTE;SE;SUDESTE;9720.096
2022-02-19 02:00:00;NE;NORDESTE;SE;SUDESTE;1981.144
2022-02-19 02:00:00;SE;SUDESTE;S;SUL;8606.038
2022-02-19 03:00:00;N;NORTE;NE;NORDESTE;1576.611
2022-02-19 03:00:00;N;NORTE;SE;SUDESTE;9492.285
2022-02-19 03:00:00;NE;NORDESTE;SE;SUDESTE;1725.855
2022-02-19 03:00:00;SE;SUDESTE;S;SUL;8457.492
2022-02-19 04:00:00;N;NORTE;NE;NORDESTE;1578.753
2022-02-19 04:00:00;N;NORTE;SE;SUDESTE;9462.579
2022-02-19 04:00:00;NE;NORDESTE;SE;SUDESTE;1652.519
2022-02-19 04:00:00;SE;SUDESTE;S;SUL;8460.882
2022-02-19 05:00:00;N;NORTE;NE;NORDESTE;1392.659
2022-02-19 05:00:00;N;NORTE;SE;SUDESTE;9569.414
2022-02-19 05:00:00;NE;NORDESTE;SE;SUDESTE;1855.128
2022-02-19 05:00:00;SE;SUDESTE;S;SUL;8643.108
2022-02-19 06:00:00;N;NORTE;NE;NORDESTE;1310.878
2022-02-19 06:00:00;N;NORTE;SE;SUDESTE;9302.241
2022-02-19 06:00:00;NE;NORDESTE;SE;SUDESTE;1731.65
2022-02-19 06:00:00;SE;SUDESTE;S;SUL;8425.39
2022-02-19 07:00:00;N;NORTE;NE;NORDESTE;1450.151
2022-02-19 07:00:00;N;NORTE;SE;SUDESTE;9137.665
2022-02-19 07:00:00;NE;NORDESTE;SE;SUDESTE;1544.587
2022-02-19 07:00:00;SE;SUDESTE;S;SUL;8681.748
2022-02-19 08:00:00;N;NORTE;NE;NORDESTE;1384.226
2022-02-19 08:00:00;N;NORTE;SE;SUDESTE;9334.306
2022-02-19 08:00:00;NE;NORDESTE;SE;SUDESTE;1857.219
2022-02-19 08:00:00;SE;SUDESTE;S;SUL;8552.897
2022-02-19 09:00:00;N;NORTE;NE;NORDESTE;1178.489
2022-02-19 09:00:00;N;NORTE;SE;SUDESTE;9248.194
2022-02-19 09:00:00;NE;NORDESTE;SE;SUDESTE;1727.151
2022-02-19 09:00:00;SE;SUDESTE;S;SUL;8476.677
2022-02-19 10:00:00;N;NORTE;NE;NORDESTE;895.023
2022-02-19 10:00:00;N;NORTE;SE;SUDESTE;9442.75499999
2022-02-19 10:00:00;NE;NORDESTE;SE;SUDESTE;1962.042
2022-02-19 10:00:00;SE;SUDESTE;S;SUL;8700.785
2022-02-19 11:00:00;N;NORTE;NE;NORDESTE;763.473
2022-02-19 11:00:00;N;NORTE;SE;SUDESTE;9633.155
2022-02-19 11:00:00;NE;NORDESTE;SE;SUDESTE;2154.871
2022-02-19 11:00:00;SE;SUDESTE;S;SUL;8600.723
2022-02-19 12:00:00;N;NORTE;NE;NORDESTE;437.222
2022-02-19 12:00:00;N;NORTE;SE;SUDESTE;9586.589
2022-02-19 12:00:00;NE;NORDESTE;SE;SUDESTE;2247.8
2022-02-19 12:00:00;SE;SUDESTE;S;SUL;8242.38899999
2022-02-19 13:00:00;N;NORTE;NE;NORDESTE;584.231
2022-02-19 13:00:00;N;NORTE;SE;SUDESTE;9628.069
2022-02-19 13:00:00;NE;NORDESTE;SE;SUDESTE;2354.241
2022-02-19 13:00:00;SE;SUDESTE;S;SUL;8396.765
2022-02-19 14:00:00;N;NORTE;NE;NORDESTE;751.934
2022-02-19 14:00:00;N;NORTE;SE;SUDESTE;9652.98699999
2022-02-19 14:00:00;NE;NORDESTE;SE;SUDESTE;2320.56
2022-02-19 14:00:00;SE;SUDESTE;S;SUL;8589.54
2022-02-19 15:00:00;N;NORTE;NE;NORDESTE;1068.565
2022-02-19 15:00:00;N;NORTE;SE;SUDESTE;9664.87199999
2022-02-19 15:00:00;NE;NORDESTE;SE;SUDESTE;2017.137
2022-02-19 15:00:00;SE;SUDESTE;S;SUL;8698.631
2022-02-19 16:00:00;N;NORTE;NE;NORDESTE;966.922
2022-02-19 16:00:00;N;NORTE;SE;SUDESTE;9775.941
2022-02-19 16:00:00;NE;NORDESTE;SE;SUDESTE;2024.713
2022-02-19 16:00:00;SE;SUDESTE;S;SUL;8710.87
2022-02-19 17:00:00;N;NORTE;NE;NORDESTE;1098.451
2022-02-19 17:00:00;N;NORTE;SE;SUDESTE;9780.67499999
2022-02-19 17:00:00;NE;NORDESTE;SE;SUDESTE;1891.648
2022-02-19 17:00:00;SE;SUDESTE;S;SUL;8629.15
2022-02-19 18:00:00;N;NORTE;NE;NORDESTE;1467.712
2022-02-19 18:00:00;N;NORTE;SE;SUDESTE;9893.82599999
2022-02-19 18:00:00;NE;NORDESTE;SE;SUDESTE;1937.9
2022-02-19 18:00:00;SE;SUDESTE;S;SUL;8730.083
2022-02-19 19:00:00;N;NORTE;NE;NORDESTE;1550.56
2022-02-19 19:00:00;N;NORTE;SE;SUDESTE;10093.798
2022-02-19 19:00:00;NE;NORDESTE;SE;SUDESTE;1953.329
2022-02-19 19:00:00;SE;SUDESTE;S;SUL;9296.893
2022-02-19 20:00:00;N;NORTE;NE;NORDESTE;1522.992
2022-02-19 20:00:00;N;NORTE;SE;SUDESTE;10219.034
2022-02-19 20:00:00;NE;NORDESTE;SE;SUDESTE;2064.887
2022-02-19 20:00:00;SE;SUDESTE;S;SUL;8985.36299999
2022-02-19 21:00:00;N;NORTE;NE;NORDESTE;1715.06
2022-02-19 21:00:00;N;NORTE;SE;SUDESTE;10152.646
2022-02-19 21:00:00;NE;NORDESTE;SE;SUDESTE;1957.802
2022-02-19 21:00:00;SE;SUDESTE;S;SUL;9034.598
2022-02-19 22:00:00;N;NORTE;NE;NORDESTE;1620.397
2022-02-19 22:00:00;N;NORTE;SE;SUDESTE;10003.588
2022-02-19 22:00:00;NE;NORDESTE;SE;SUDESTE;1987.803
2022-02-19 22:00:00;SE;SUDESTE;S;SUL;9061.799
2022-02-19 23:00:00;N;NORTE;NE;NORDESTE;1479.376
2022-02-19 23:00:00;N;NORTE;SE;SUDESTE;9814.083
2022-02-19 23:00:00;NE;NORDESTE;SE;SUDESTE;1909.005
2022-02-19 23:00:00;SE;SUDESTE;S;SUL;8953.879
2022-02-20 00:00:00;N;NORTE;NE;NORDESTE;1507.239
2022-02-20 00:00:00;N;NORTE;SE;SUDESTE;9707.544
2022-02-20 00:00:00;NE;NORDESTE;SE;SUDESTE;1887.874
2022-02-20 00:00:00;SE;SUDESTE;S;SUL;8575.985
2022-02-20 01:00:00;N;NORTE;NE;NORDESTE;1293.933
2022-02-20 01:00:00;N;NORTE;SE;SUDESTE;9124.544
2022-02-20 01:00:00;NE;NORDESTE;SE;SUDESTE;1464.741
2022-02-20 01:00:00;SE;SUDESTE;S;SUL;8292.84399999
2022-02-20 02:00:00;N;NORTE;NE;NORDESTE;1015.918
2022-02-20 02:00:00;N;NORTE;SE;SUDESTE;9034.87199999
2022-02-20 02:00:00;NE;NORDESTE;SE;SUDESTE;1486.259
2022-02-20 02:00:00;SE;SUDESTE;S;SUL;7854.754
2022-02-20 03:00:00;N;NORTE;NE;NORDESTE;830.2
2022-02-20 03:00:00;N;NORTE;SE;SUDESTE;9051.611
2022-02-20 03:00:00;NE;NORDESTE;SE;SUDESTE;1573.558
2022-02-20 03:00:00;SE;SUDESTE;S;SUL;7583.041
2022-02-20 04:00:00;N;NORTE;NE;NORDESTE;920.432
2022-02-20 04:00:00;N;NORTE;SE;SUDESTE;9178.439
2022-02-20 04:00:00;NE;NORDESTE;SE;SUDESTE;1689.324
2022-02-20 04:00:00;SE;SUDESTE;S;SUL;7439.198
2022-02-20 05:00:00;N;NORTE;NE;NORDESTE;1151.464
2022-02-20 05:00:00;N;NORTE;SE;SUDESTE;9096.169
2022-02-20 05:00:00;NE;NORDESTE;SE;SUDESTE;1444.254
2022-02-20 05:00:00;SE;SUDESTE;S;SUL;7426.886
2022-02-20 06:00:00;N;NORTE;NE;NORDESTE;1331.77399999
2022-02-20 06:00:00;N;NORTE;SE;SUDESTE;8616.178
2022-02-20 06:00:00;NE;NORDESTE;SE;SUDESTE;1332.851
2022-02-20 06:00:00;SE;SUDESTE;S;SUL;6931.644
2022-02-20 07:00:00;N;NORTE;NE;NORDESTE;1928.776
2022-02-20 07:00:00;N;NORTE;SE;SUDESTE;8332.328
2022-02-20 07:00:00;NE;NORDESTE;SE;SUDESTE;1993.064
2022-02-20 07:00:00;SE;SUDESTE;S;SUL;6949.721
2022-02-20 08:00:00;N;NORTE;NE;NORDESTE;2079.436
2022-02-20 08:00:00;N;NORTE;SE;SUDESTE;8128.496
2022-02-20 08:00:00;NE;NORDESTE;SE;SUDESTE;1749.552
2022-02-20 08:00:00;SE;SUDESTE;S;SUL;7069.031
2022-02-20 09:00:00;N;NORTE;NE;NORDESTE;1554.567
2022-02-20 09:00:00;N;NORTE;SE;SUDESTE;8321.426
2022-02-20 09:00:00;NE;NORDESTE;SE;SUDESTE;2182.897
2022-02-20 09:00:00;SE;SUDESTE;S;SUL;7067.024
2022-02-20 10:00:00;N;NORTE;NE;NORDESTE;884.962
2022-02-20 10:00:00;N;NORTE;SE;SUDESTE;8369.015
2022-02-20 10:00:00;NE;NORDESTE;SE;SUDESTE;2680.822
2022-02-20 10:00:00;SE;SUDESTE;S;SUL;7265.676
2022-02-20 11:00:00;N;NORTE;NE;NORDESTE;874.155
2022-02-20 11:00:00;N;NORTE;SE;SUDESTE;8407.392
2022-02-20 11:00:00;NE;NORDESTE;SE;SUDESTE;2658.831
2022-02-20 11:00:00;SE;SUDESTE;S;SUL;7419.892
2022-02-20 12:00:00;N;NORTE;NE;NORDESTE;651.967
2022-02-20 12:00:00;N;NORTE;SE;SUDESTE;8553.949
2022-02-20 12:00:00;NE;NORDESTE;SE;SUDESTE;2421.22899999
2022-02-20 12:00:00;SE;SUDESTE;S;SUL;7304.773
2022-02-20 13:00:00;N;NORTE;NE;NORDESTE;587.56899999
2022-02-20 13:00:00;N;NORTE;SE;SUDESTE;8713.808
2022-02-20 13:00:00;NE;NORDESTE;SE;SUDESTE;2060.775
2022-02-20 13:00:00;SE;SUDESTE;S;SUL;7435.199
2022-02-20 14:00:00;N;NORTE;NE;NORDESTE;718.679
2022-02-20 14:00:00;N;NORTE;SE;SUDESTE;9106.813
2022-02-20 14:00:00;NE;NORDESTE;SE;SUDESTE;2243.26
2022-02-20 14:00:00;SE;SUDESTE;S;SUL;7825.938
2022-02-20 15:00:00;N;NORTE;NE;NORDESTE;456.422
2022-02-20 15:00:00;N;NORTE;SE;SUDESTE;9970.597
2022-02-20 15:00:00;NE;NORDESTE;SE;SUDESTE;2425.656
2022-02-20 15:00:00;SE;SUDESTE;S;SUL;8382.638
2022-02-20 16:00:00;N;NORTE;NE;NORDESTE;561.352
2022-02-20 16:00:00;N;NORTE;SE;SUDESTE;9851.359
2022-02-20 16:00:00;NE;NORDESTE;SE;SUDESTE;2357.388
2022-02-20 16:00:00;SE;SUDESTE;S;SUL;8600.543
2022-02-20 17:00:00;N;NORTE;NE;NORDESTE;378.671
2022-02-20 17:00:00;N;NORTE;SE;SUDESTE;9686.31
2022-02-20 17:00:00;NE;NORDESTE;SE;SUDESTE;2262.52799999
2022-02-20 17:00:00;SE;SUDESTE;S;SUL;8436.263
2022-02-20 18:00:00;N;NORTE;NE;NORDESTE;1555.56
2022-02-20 18:00:00;N;NORTE;SE;SUDESTE;9654.965
2022-02-20 18:00:00;NE;NORDESTE;SE;SUDESTE;1962.611
2022-02-20 18:00:00;SE;SUDESTE;S;SUL;7547.521
2022-02-20 19:00:00;N;NORTE;NE;NORDESTE;1562.793
2022-02-20 19:00:00;N;NORTE;SE;SUDESTE;10000.2
2022-02-20 19:00:00;NE;NORDESTE;SE;SUDESTE;2427.103
2022-02-20 19:00:00;SE;SUDESTE;S;SUL;7373.642
2022-02-20 20:00:00;N;NORTE;NE;NORDESTE;948.119
2022-02-20 20:00:00;N;NORTE;SE;SUDESTE;10045.851
2022-02-20 20:00:00;NE;NORDESTE;SE;SUDESTE;2907.988
2022-02-20 20:00:00;SE;SUDESTE;S;SUL;7799.875
2022-02-20 21:00:00;N;NORTE;NE;NORDESTE;789.532
2022-02-20 21:00:00;N;NORTE;SE;SUDESTE;9942.025
2022-02-20 21:00:00;NE;NORDESTE;SE;SUDESTE;3049.651
2022-02-20 21:00:00;SE;SUDESTE;S;SUL;8070.249
2022-02-20 22:00:00;N;NORTE;NE;NORDESTE;683.244
2022-02-20 22:00:00;N;NORTE;SE;SUDESTE;9908.769
2022-02-20 22:00:00;NE;NORDESTE;SE;SUDESTE;3078.013
2022-02-20 22:00:00;SE;SUDESTE;S;SUL;8492.026
2022-02-20 23:00:00;N;NORTE;NE;NORDESTE;405.946
2022-02-20 23:00:00;N;NORTE;SE;SUDESTE;9872.116
2022-02-20 23:00:00;NE;NORDESTE;SE;SUDESTE;3020.448
2022-02-20 23:00:00;SE;SUDESTE;S;SUL;8589.477
2022-02-21 00:00:00;N;NORTE;NE;NORDESTE;650.301
2022-02-21 00:00:00;N;NORTE;SE;SUDESTE;9844.31799999
2022-02-21 00:00:00;NE;NORDESTE;SE;SUDESTE;2824.278
2022-02-21 00:00:00;SE;SUDESTE;S;SUL;8251.61
2022-02-21 01:00:00;N;NORTE;NE;NORDESTE;493.235
2022-02-21 01:00:00;N;NORTE;SE;SUDESTE;9718.47899999
2022-02-21 01:00:00;NE;NORDESTE;SE;SUDESTE;2695.18199999
2022-02-21 01:00:00;SE;SUDESTE;S;SUL;8271.861
2022-02-21 02:00:00;N;NORTE;NE;NORDESTE;962.5
2022-02-21 02:00:00;N;NORTE;SE;SUDESTE;9809.909
2022-02-21 02:00:00;NE;NORDESTE;SE;SUDESTE;2445.987
2022-02-21 02:00:00;SE;SUDESTE;S;SUL;8697.736
2022-02-21 03:00:00;N;NORTE;NE;NORDESTE;1015.567
2022-02-21 03:00:00;N;NORTE;SE;SUDESTE;9655.428
2022-02-21 03:00:00;NE;NORDESTE;SE;SUDESTE;2297.71099999
2022-02-21 03:00:00;SE;SUDESTE;S;SUL;8725.976
2022-02-21 04:00:00;N;NORTE;NE;NORDESTE;962.862
2022-02-21 04:00:00;N;NORTE;SE;SUDESTE;9634.81
2022-02-21 04:00:00;NE;NORDESTE;SE;SUDESTE;2341.951
2022-02-21 04:00:00;SE;SUDESTE;S;SUL;8755.44199999
2022-02-21 05:00:00;N;NORTE;NE;NORDESTE;1195.50399999
